"Concurso";"Data do Sorteio";"Coluna1";"Coluna2";"Coluna3";"Coluna4";"Coluna5";"Coluna6";"Ganhadores Faixa 1";"Ganhadores Faixa 2";"Ganhadores Faixa 3";"Rateio Faixa 1";"Rateio Faixa2";"Rateio Faixa 3";"Cidade";"Valor Arrecadado";"Estimativa para o próximo concurso";"Valor Acumulado Próximo Concurso";"Acumulado";"Sorteio Especial";"Observação"
163;1999-04-17 00:00:00;8;27;36;41;53;56;2;146;10793;8975833.36;15657.23;211.80;-;0.00;0.00;0.00;Não;Não;02 Ganhadores da MEGA: Distrito Federal e Mato Grosso do Sul
164;1999-04-24 00:00:00;4;10;14;19;28;44;0;111;8386;0.00;7595.63;100.54;-;0.00;0.00;1011737.90;Sim;Não;A Mega-Sena ACUMULOU em: R$ 1.011.737,90
165;1999-05-01 00:00:00;10;19;23;35;39;56;2;75;5378;1044444.54;11968.35;166.91;-;0.00;0.00;0.00;Não;Não;Ganhadores da SENA dos Estados de Minas Gerais e Pernambuco.
166;1999-05-08 00:00:00;12;13;22;57;59;60;0;47;3371;0.00;17424.67;242.95;-;0.00;0.00;982751.54;Sim;Não;A MEGA A C U M U L O U ! ! !
167;1999-05-15 00:00:00;1;11;28;33;38;48;1;82;4997;2100980.21;11364.11;186.48;-;0.00;0.00;0.00;Não;Não;Ganhador da SENA do Estado do Rio de Janeiro.
168;1999-05-22 00:00:00;2;9;31;35;45;50;0;48;3528;0.00;15743.70;214.20;-;0.00;0.00;906836.93;Sim;Não;MEGASENA - O prêmio está ACUMULADO
169;1999-05-29 00:00:00;1;13;21;37;51;52;0;65;4489;0.00;13679.08;198.07;-;0.00;0.00;1973804.91;Sim;Não;-
170;1999-06-05 00:00:00;7;41;46;51;55;58;0;50;6257;0.00;32383.95;258.78;-;0.00;0.00;13643095.71;Sim;Não;"A MEGA-SENA CONTINUA ""A C U M U L A D A"" podendo passar de 16 MILHÕES DE REAIS"
171;1999-06-12 00:00:00;4;27;40;43;46;54;1;134;10378;16052410.83;14983.30;193.46;-;0.00;0.00;0.00;Não;Não;UM GANHADOR DA MEGA-SENA, no Estado do Rio de Janeiro - Capital
172;1999-06-19 00:00:00;10;14;26;35;36;49;0;64;4592;0.00;13460.12;186.89;-;0.00;0.00;1033736.70;Sim;Não;-
173;1999-06-26 00:00:00;17;28;29;42;49;50;1;40;3610;2148316.42;23220.41;256.32;-;0.00;0.00;0.00;Não;Não;O Ganhador da SENA é do Distrito Federal.
174;1999-07-03 00:00:00;11;22;23;36;52;59;0;44;3217;0.00;17846.85;243.18;-;0.00;0.00;942313.58;Sim;Não;A MEGA-SENA ( A C U M U L O U ) - R$ 942.313,58
175;1999-07-10 00:00:00;1;10;13;20;42;50;0;114;7058;0.00;8094.08;130.25;-;0.00;0.00;2049582.99;Sim;Não;A SENA está ACUMULADA em R$ 2.049.582,99.
176;1999-07-17 00:00:00;1;3;4;28;45;53;0;62;5405;0.00;16696.39;190.80;-;0.00;0.00;3291794.61;Sim;Não;-
177;1999-07-24 00:00:00;22;35;38;39;41;59;0;52;4408;0.00;21716.29;255.21;-;0.00;0.00;4646890.81;Sim;Não;A SENA ESTÁ ACUMULADA, E O PRÊMIO ESTIMADO É DE R$ 6.500.000,00!
178;1999-07-31 00:00:00;5;15;19;26;27;33;1;198;13086;6129539.43;6240.11;94.07;-;0.00;0.00;0.00;Não;Não;Ganhador do Estado de São Paulo
179;1999-08-07 00:00:00;5;6;23;26;27;53;0;78;5646;0.00;10281.59;141.51;-;0.00;0.00;962357.04;Sim;Não;Não Houve Ganhador da Sena. MEGASENA ACUMULADA.
180;1999-08-14 00:00:00;6;23;29;39;51;60;0;111;6978;0.00;15907.98;252.09;-;0.00;0.00;12143009.93;Sim;Não;A MEGA SENA Acumulou - prêmio previsto superior a 14 Milhões.
181;1999-08-21 00:00:00;1;27;33;35;51;55;0;182;11797;0.00;11127.07;171.02;-;0.00;0.00;14573162.71;Sim;Não;Estimativa de prêmio para a sena do próximo concurso: R$ 18 milhões.
182;1999-08-28 00:00:00;3;5;10;28;46;60;0;239;17413;0.00;9954.78;136.13;-;0.00;0.00;17428194.22;Sim;Não;A MEGASENA continua Acumulada
183;1999-09-04 00:00:00;2;7;11;16;40;44;0;306;20677;0.00;9468.79;139.60;-;0.00;0.00;20905131.40;Sim;Não;A MEGASENA Acumulou!!! Prêmio previsto acima de R$ 25 Milhões.
184;1999-09-11 00:00:00;9;16;21;34;41;60;0;217;15462;0.00;14699.97;205.53;-;0.00;0.00;24733003.15;Sim;Não;A MEGA-SENA ACUMULOU NOVAMENTE!!!. A PREVISÃO DE PREMIAÇÃO DO CONC. 185 É DE R$ 30.000.000,00
185;1999-09-18 00:00:00;17;22;43;46;55;59;0;366;24849;0.00;12275.86;180.13;-;0.00;0.00;30124561.09;Sim;Não;A MEGA-SENA ACUMULOU!!! A ESTIMATIVA DE PRÊMIO É DE R$ 37.000.000,00.
186;1999-09-25 00:00:00;14;23;24;25;26;51;0;352;31164;0.00;17072.24;192.10;-;0.00;0.00;37335874.86;Sim;Não;Megasena Acumulada. Previsao de premio para o conc.187 e de R$46 Milhoes
187;1999-10-02 00:00:00;6;36;41;44;48;58;0;397;39365;0.00;23058.35;231.66;-;0.00;0.00;48320873.60;Sim;Não;Sorteio Conc. 188 será domingo, 10/10, às 20:30 h. em Salvador/BA. Vendas até às 16 h. do domingo.
188;1999-10-10 00:00:00;17;27;34;42;43;46;1;1200;90235;64905517.65;11517.11;152.58;-;0.00;0.00;0.00;Não;Não;Ganhador da MEGASENA é do Estado da BAHIA, Prêmio para o próximo concurso 1 MILHÃO.
189;1999-10-16 00:00:00;4;15;31;38;41;53;0;61;5485;0.00;23476.18;260.09;-;0.00;0.00;1718456.25;Sim;Não;A MEGA-SENA ACUMULOU. PREVISÃO DE PRÊMIO PARA SENA CONC.190 É DE R$ 45.000.000,00.
190;1999-10-24 00:00:00;5;10;21;32;40;42;0;304;21481;0.00;14923.96;210.41;-;0.00;0.00;44895988.05;Sim;Não;A MEGASENA Acumulou!!!! prêmio previsto para o próximo concurso é de R$ 53 Milhões.
191;1999-10-31 00:00:00;1;3;5;23;41;58;1;383;30477;50968412.58;13212.41;165.41;-;0.00;0.00;0.00;Não;Não;MEGA-SENA tem 01 Ganhador de MATO GROSSO DO SUL, Campo Grande
192;1999-11-06 00:00:00;1;26;28;41;54;60;0;53;4403;0.00;23005.08;275.87;-;0.00;0.00;1463122.78;Sim;Não;A MEGASENA Acumulou!!! Estimativa de prêmio para o próximo concurso acima de 3 Milhões.
193;1999-11-13 00:00:00;4;11;12;19;43;49;0;190;11415;0.00;7199.87;119.39;-;0.00;0.00;3104692.58;Sim;Não;Previsão prêmio próximo concurso R$5.300.000,00.
194;1999-11-20 00:00:00;25;28;32;33;42;43;0;106;7456;0.00;12862.40;182.18;-;0.00;0.00;4740789.92;Sim;Não;Previsão prêmio próximo concurso R$6.700.000,00.
195;1999-11-27 00:00:00;3;9;17;32;37;44;1;339;13819;6370250.64;4005.56;97.89;AM;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso R$1.000.000,00.
196;1999-12-04 00:00:00;7;9;14;17;24;32;0;182;10493;0.00;5309.16;91.75;-;0.00;0.00;1159520.95;Sim;Não;Previsão prêmio próximo concurso R$2.490.000,00.
197;1999-12-11 00:00:00;5;12;15;19;29;52;0;128;8720;0.00;8259.15;120.78;-;0.00;0.00;2428125.98;Sim;Não;Previsão prêmio próximo concurso R$4.200.000,00.
198;1999-12-18 00:00:00;1;8;18;23;35;40;0;125;7134;0.00;8881.02;155.02;-;0.00;0.00;3760278.08;Sim;Não;Previsão prêmio próximo concurso R$5.000.000,00.
199;1999-12-24 00:00:00;10;16;37;50;52;57;1;34;3143;4915593.20;28316.55;305.16;SP;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso R$16.500.000,00.
200;1999-12-31 00:00:00;12;15;19;34;44;51;2;186;13027;8829389.20;11008.48;156.59;-;0.00;0.00;0.00;Não;Não;Os ganhadores da MEGASENA são de: Clevelândia/PR e São José dos Campos/SP.
201;2000-01-08 00:00:00;5;20;22;30;35;55;1;77;4502;1038373.94;11237.81;191.48;RN;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso R$1.070.000,00.
202;2000-01-15 00:00:00;12;24;44;45;49;53;0;65;4279;0.00;12412.65;187.85;-;0.00;0.00;968186.82;Sim;Não;Estimativa prêmio próximo concurso R$2.000.000,00.
203;2000-01-22 00:00:00;11;19;29;44;47;55;0;63;5417;0.00;14099.33;163.36;-;0.00;0.00;2034096.14;Sim;Não;Estimativa prêmio próximo concurso R$3.300.000,00.
204;2000-01-29 00:00:00;29;31;39;41;51;58;0;32;2400;0.00;30221.85;401.43;-;0.00;0.00;3194615.19;Sim;Não;Previsão prêmio próximo concurso R$4.500.000,00.
205;2000-02-05 00:00:00;26;32;40;43;46;54;1;71;6014;4490339.49;15208.03;178.86;RJ;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso R$900.000,00.
206;2000-02-12 00:00:00;18;20;26;34;51;56;0;43;3478;0.00;17769.34;218.86;-;0.00;0.00;916897.74;Sim;Não;Previsão prêmio próximo concurso R$2.000.000,00.
207;2000-02-19 00:00:00;3;7;19;24;53;55;0;90;6510;0.00;9663.76;133.10;-;0.00;0.00;1960583.04;Sim;Não;Previsão prêmio próximo concurso R$3.200.000,00.
208;2000-02-26 00:00:00;15;23;24;25;47;57;0;72;5232;0.00;12679.18;173.83;-;0.00;0.00;3056064.34;Sim;Não;Previsão prêmio próximo concurso R$4.300.000,00.
209;2000-03-04 00:00:00;13;21;26;32;41;52;0;81;5496;0.00;12349.82;181.32;-;0.00;0.00;4256466.94;Sim;Não;Previsão prêmio próximo concurso R$14.000.000,00.
210;2000-03-11 00:00:00;20;32;37;38;48;58;0;29;3921;0.00;46721.17;344.24;-;0.00;0.00;14043878.83;Sim;Não;Previsão prêmio próximo concursoR$16MILHÕES.
211;2000-03-18 00:00:00;10;20;33;40;45;50;0;164;16680;0.00;10880.27;106.58;-;0.00;0.00;16185115.03;Sim;Não;Previsão prêmio próximo concurso R$19.000.000,00.
212;2000-03-25 00:00:00;6;15;29;45;57;59;0;147;9880;0.00;13318.79;197.42;-;0.00;0.00;18534548.53;Sim;Não;Previsão prêmio próximo concurso R$21.000.000,00.
213;2000-04-01 00:00:00;3;9;23;30;32;35;3;312;18348;7089194.54;7299.77;123.66;PR::RS::SC;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso R$1.000.000,00.
214;2000-04-08 00:00:00;6;12;30;31;35;50;0;54;3769;0.00;15578.04;222.35;-;0.00;0.00;1009456.63;Sim;Não;Previsão prêmio próximo concurso R$2.100.000,00.
215;2000-04-15 00:00:00;7;28;37;46;53;58;0;78;4942;0.00;12078.40;189.92;-;0.00;0.00;2139994.41;Sim;Não;Previsão prêmio próximo concurso R$3.400.000,00.
216;2000-04-22 00:00:00;14;18;30;35;42;59;4;91;5049;801057.55;9745.75;175.00;BA::MG::RJ::SP;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso R$900.000,00.
217;2000-04-29 00:00:00;3;27;32;45;49;51;0;159;5820;0.00;4599.62;125.19;-;0.00;0.00;877607.32;Sim;Não;Previsão prêmio próximo concurso R$1.800.000,00.
218;2000-05-06 00:00:00;12;17;40;42;47;54;1;95;4679;1878255.09;8777.61;177.55;PR;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso R$1.000.000,00.
219;2000-05-13 00:00:00;23;26;28;36;42;49;0;80;5139;0.00;9221.78;143.02;-;0.00;0.00;885291.29;Sim;Não;Previsão prêmio próximo concurso R$12.000.000,00.
220;2000-05-20 00:00:00;13;14;36;53;55;60;1;125;8067;12636751.12;12488.05;192.78;SP;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso R$1.000.000,00.
221;2000-05-27 00:00:00;13;27;43;50;54;58;0;49;3793;0.00;14565.66;187.45;-;0.00;0.00;856460.89;Sim;Não;Previsão prêmio próximo concurso R$2.000.000,00.
222;2000-06-03 00:00:00;5;19;30;48;52;55;0;55;4462;0.00;15243.16;187.18;-;0.00;0.00;1862509.60;Sim;Não;Previsão prêmio próximo concurso R$3.000.000,00.
223;2000-06-10 00:00:00;2;6;22;24;28;58;0;163;7780;0.00;5838.31;121.86;-;0.00;0.00;3004483.21;Sim;Não;Estimativa de prêmio p/ Conc.224 (Sena) R$ 4.400.000,00. Sorteio realizado em Graça/SP.
224;2000-06-17 00:00:00;7;16;18;20;21;44;0;119;7185;0.00;8706.35;143.77;-;0.00;0.00;4247750.04;Sim;Não;Previsão prêmio próximo concurso R$5.800.00,00.
225;2000-06-24 00:00:00;2;4;16;21;37;58;0;83;5517;0.00;12542.39;188.14;-;0.00;0.00;5496971.76;Sim;Não;Previsão prêmio próximo concurso R$7.000.000,00.
226;2000-07-01 00:00:00;1;2;38;49;50;59;1;78;4123;6916920.13;15170.39;286.14;SP;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso R$1.000.000,00.
227;2000-07-08 00:00:00;11;26;27;37;42;48;0;51;3648;0.00;14471.45;201.72;-;0.00;0.00;885652.57;Sim;Não;Previsão prêmio próximo concurso R$2.000.000,00.
228;2000-07-15 00:00:00;13;16;40;43;45;59;0;64;4497;0.00;13240.28;187.87;-;0.00;0.00;1902506.15;Sim;Não;Previsão prêmio próximo concurso R$3.300.000,00.
229;2000-07-22 00:00:00;11;13;21;33;39;45;1;121;7685;2992781.57;7508.79;117.88;AM;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso R$8.800.000,00.
230;2000-07-29 00:00:00;8;40;41;44;53;56;0;94;5820;0.00;15000.56;241.56;-;0.00;0.00;9547336.00;Sim;Não;Previsão prêmio próximo concurso R$11.600.000,00.
231;2000-08-05 00:00:00;16;27;36;42;44;59;0;125;9458;0.00;12896.11;169.93;-;0.00;0.00;11481752.44;Sim;Não;Previsão prêmio próximo concurso R$13.800.000,00.
232;2000-08-12 00:00:00;19;22;29;37;41;59;0;124;8807;0.00;14598.36;204.93;-;0.00;0.00;13653988.77;Sim;Não;Previsão prêmio próximo concurso R$16.200.000,00.
233;2000-08-19 00:00:00;3;7;24;32;36;45;5;512;21452;3196547.03;3790.28;90.20;DF::SP;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso R$1.000.000,00.
234;2000-08-26 00:00:00;15;25;41;42;45;54;0;39;3505;0.00;19369.91;214.89;-;0.00;0.00;906511.63;Sim;Não;Previsão prêmio próximo concurso R$2.000.000,00.
235;2000-09-02 00:00:00;2;22;29;31;41;55;0;52;3086;0.00;16604.49;278.96;-;0.00;0.00;1942631.63;Sim;Não;Previsão prêmio próximo concurso R$3.200.000,00.
236;2000-09-09 00:00:00;10;25;50;52;57;60;0;76;4703;0.00;12197.95;196.53;-;0.00;0.00;3055084.91;Sim;Não;Previsão prêmio próximo concurso R$4.300.000,00.
237;2000-09-16 00:00:00;7;31;36;45;56;57;0;54;4145;0.00;19896.75;258.44;-;0.00;0.00;4344394.18;Sim;Não;Previsão prêmio próximo concurso R$5.900.000,00.
238;2000-09-23 00:00:00;9;13;15;37;41;42;4;188;10483;1429476.11;6088.25;108.86;BA::SP;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso R$900.000,00.
239;2000-09-30 00:00:00;6;21;33;44;46;47;1;30;3826;866183.32;24060.65;188.10;BA;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso: R$11.500.000,00.
240;2000-10-07 00:00:00;25;28;38;41;57;59;0;103;6244;0.00;15200.74;250.00;-;0.00;0.00;11686511.34;Sim;Não;Estimativa de prêmio (sena) do próximo concurso R$14 MILHÕES.
241;2000-10-14 00:00:00;11;31;35;40;56;57;0;74;5485;0.00;22811.94;306.85;-;0.00;0.00;13712211.55;Sim;Não;Estimativa prêmio próximo concurso R$16.000.000,00.
242;2000-10-21 00:00:00;4;7;21;22;28;56;0;203;13497;0.00;9933.73;148.97;-;0.00;0.00;16132069.11;Sim;Não;Estimativa de prêmio do próximo concurso (sena): R$ 19MILHÕES.
243;2000-10-28 00:00:00;11;16;20;23;32;47;0;180;13705;0.00;12019.97;157.40;-;0.00;0.00;18728383.13;Sim;Não;Estimativa de prêmio próximo concurso: R$23.000.000,00
244;2000-11-04 00:00:00;19;24;33;47;50;60;0;204;14735;0.00;13698.02;189.08;-;0.00;0.00;22081659.67;Sim;Não;Previsão de prêmio para próximo concurso (245) é de R$ 27 MILHÕES.
245;2000-11-11 00:00:00;8;27;44;51;53;60;3;283;21593;9153484.88;15838.62;206.96;GO::MG::SC;0.00;0.00;0.00;Não;Não;Previsão de prêmio do próximo concurso R$900.000,00.
246;2000-11-18 00:00:00;2;16;32;37;43;57;0;93;5429;0.00;9292.06;158.71;-;0.00;0.00;1036993.80;Sim;Não;Estimativa de prêmio do próximo concurso (247): R$2.300.000,00.
247;2000-11-25 00:00:00;3;10;23;30;34;46;0;80;6425;0.00;12080.19;149.96;-;0.00;0.00;2196692.29;Sim;Não;Previsão de prêmio (sena) para próximo concurso (248) é de R$3.600.000,00
248;2000-12-02 00:00:00;16;32;34;35;41;56;0;50;4862;0.00;21550.72;220.96;-;0.00;0.00;3489735.08;Sim;Não;Estimativa prêmio próximo concurso:R$5MILHÕES.
249;2000-12-09 00:00:00;21;36;40;49;54;55;0;60;4247;0.00;19680.20;277.21;-;0.00;0.00;4906709.76;Sim;Não;Previsão prêmio próximo concurso final zero R$22.500.000,00.
250;2000-12-16 00:00:00;7;25;41;42;43;55;0;203;15545;0.00;10867.31;141.50;-;0.00;0.00;22593628.59;Sim;Não;ESTIMATIVA PRÊMIO PRÓXIMO CONCURSO (SENA): R$26MILHÕES.
251;2000-12-23 00:00:00;15;23;30;34;49;55;0;180;12813;0.00;15473.98;216.73;-;0.00;0.00;25936007.67;Sim;Não;Previsão prêmio próximo concurso (sena) R$31 MILHÕES.
252;2000-12-30 00:00:00;4;17;26;32;51;54;2;354;22122;15107002.24;10070.62;160.67;DF::SP;0.00;0.00;0.00;Não;Não;Estimativa prêmio próximo concurso: R$1 MILHÃO.
253;2001-01-06 00:00:00;11;12;24;37;44;56;0;126;7260;0.00;6985.77;120.88;-;0.00;0.00;1056248.75;Sim;Não;Estimativa prêmio próximo concurso (Sena):R$2.500.000,00.
254;2001-01-13 00:00:00;1;4;21;22;30;56;0;66;6381;0.00;16400.47;169.14;-;0.00;0.00;2355166.17;Sim;Não;Estimativa prêmio próximo concurso (sena):R$4MILHÕES.
255;2001-01-20 00:00:00;16;19;20;32;44;55;0;80;6812;0.00;14363.63;168.19;-;0.00;0.00;3734074.48;Sim;Não;Previsão prêmio próximo concurso(Sena)R$5.500.000,00
256;2001-01-27 00:00:00;2;21;26;32;34;52;0;91;6319;0.00;13336.96;191.49;-;0.00;0.00;5190470.09;Sim;Não;Estimativa prêmio próximo concurso (sena):R$7MILHÕES.
257;2001-02-03 00:00:00;1;4;5;19;28;34;1;175;11706;6808483.96;7704.83;114.84;RJ;0.00;0.00;0.00;Não;Não;PREVISÃO PRÊMIO PRÓXIMO CONCURSO(Sena):R$1.000.000,00
258;2001-02-10 00:00:00;7;12;50;54;55;60;0;53;3615;0.00;15960.68;233.30;-;0.00;0.00;1015099.19;Sim;Não;Previsão prêmio próximo concurso (Sena): R$2.300.000,00
259;2001-02-17 00:00:00;13;15;20;33;43;58;0;65;5581;0.00;15136.22;175.77;-;0.00;0.00;2195724.03;Sim;Não;Estimativa prêmio próximo concurso (sena):R$17MILHÕES.
260;2001-02-24 00:00:00;4;6;33;43;59;60;0;120;8956;0.00;16065.94;214.63;-;0.00;0.00;17357124.85;Sim;Não;Previsão prêmio próximo concurso(sena): R$20.000.000,00
261;2001-03-03 00:00:00;5;16;20;30;54;56;0;91;7281;0.00;22350.19;278.51;-;0.00;0.00;19797765.32;Sim;Não;Estimativa prêmio próximo concurso (262): R$23MILHÕES.
262;2001-03-10 00:00:00;11;20;48;53;58;60;0;108;8838;0.00;24643.78;300.24;-;0.00;0.00;22991600.18;Sim;Não;Estimativa prêmio próximo concurso (sena)Rr$27.000.000,00.
263;2001-03-17 00:00:00;8;9;26;43;50;53;0;136;12752;0.00;24937.18;265.17;-;0.00;0.00;27061348.12;Sim;Não;Estimativa prêmio próximo concurso (sena): R$32Milhões.
264;2001-03-24 00:00:00;1;5;13;25;31;33;2;979;50364;16055880.73;4298.96;83.25;CE::SP;0.00;0.00;0.00;Não;Não;Previsão prêmio próximo concurso(Sena) R$1.000.000,00
265;2001-03-31 00:00:00;7;16;34;41;50;53;0;64;3855;0.00;14676.59;242.74;-;0.00;0.00;1127161.81;Sim;Não;Estimativa prêmio próximo concurso (sena):R$2.500.000,00.
266;2001-04-07 00:00:00;2;23;38;46;48;54;0;89;6687;0.00;12318.14;163.33;-;0.00;0.00;2442739.49;Sim;Não;PREVISÃO PRÊMIO(SENA)PRÓXIMO CONCURSO: R$4.000.000,00
267;2001-04-14 00:00:00;1;8;45;46;55;58;0;46;4076;0.00;23142.59;260.19;-;0.00;0.00;3720210.04;Sim;Não;ESTIMATIVA PRÊMIO (SENA) PRÓXIMO CONCURSO: R$5.000.000,00.
268;2001-04-21 00:00:00;5;6;10;21;33;47;0;111;10133;0.00;10348.29;112.93;-;0.00;0.00;5098601.74;Sim;Não;Estimativa prêmio próximo concurso (sena):R$7MILHÕES.
269;2001-04-28 00:00:00;17;18;19;25;49;52;0;110;8717;0.00;12115.70;152.31;-;0.00;0.00;6697873.66;Sim;Não;Estimativa prêmio (Sena) próximo concurso: R$25.000.000,00.
270;2001-05-05 00:00:00;5;9;27;35;40;45;1;228;16867;25186260.21;9665.14;130.16;SP;0.00;0.00;0.00;Não;Não;Estimativa prêmio próximo concurso (sena):1MILHÃO.
271;2001-05-12 00:00:00;14;24;26;29;31;54;0;43;4385;0.00;19939.25;194.79;-;0.00;0.00;1028865.23;Sim;Não;Estimativa prêmio (Sena) próximo concurso: R$2.500.000,00.
272;2001-05-19 00:00:00;9;10;24;36;56;58;0;70;5491;0.00;14013.37;177.97;-;0.00;0.00;2205988.15;Sim;Não;Estimativa prêmio próximo concurso (sena):R$3.500.000,00.
273;2001-05-26 00:00:00;10;17;23;27;47;52;1;92;7241;3456480.23;11326.92;143.38;PE;0.00;0.00;0.00;Não;Não;Estimativa prêmio próximo concurso (sena) :R$1MILHÃO.
274;2001-06-02 00:00:00;11;13;18;26;39;47;0;142;7420;0.00;5488.22;104.64;-;0.00;0.00;935192.94;Sim;Não;Estimativa prêmio próximo concurso (sena):R$ 2 MILHÕES.
275;2001-06-09 00:00:00;16;19;30;37;38;48;0;41;3737;0.00;22897.52;250.27;-;0.00;0.00;2061751.10;Sim;Não;Estimativa prêmio próximo concurso (sena): R$ 3.500.000,00.
276;2001-06-16 00:00:00;22;39;45;53;57;59;0;79;5172;0.00;12486.98;190.01;-;0.00;0.00;3245516.79;Sim;Não;Estimativa prêmio próximo concurso (sena):R$ 5 MILHÕES.
277;2001-06-23 00:00:00;4;26;38;40;52;56;0;95;5404;0.00;11578.72;202.78;-;0.00;0.00;4565490.29;Sim;Não;Estimativa prêmio próximo concurso (Sena)R$6.000.000,00
278;2001-06-30 00:00:00;10;15;18;22;31;55;0;99;6996;0.00;11868.09;167.32;-;0.00;0.00;5975419.10;Sim;Não;Estimativa prêmio próximo concurso (sena): R$ 8 MILHÕES.
279;2001-07-07 00:00:00;4;23;31;47;58;59;0;58;6137;0.00;23664.88;222.81;-;0.00;0.00;7622494.24;Sim;Não;Estimativa prêmio (Sena) próximo concurso: R$ 20.000.000,00
280;2001-07-14 00:00:00;5;16;20;25;30;58;0;192;14673;0.00;11199.47;146.00;-;0.00;0.00;19351758.16;Sim;Não;Estimativa prêmio(sena) próximo concurso: R$23.000.000,00.
281;2001-07-21 00:00:00;5;11;31;38;47;53;1;188;12864;22414093.50;13574.18;197.63;PR;0.00;0.00;0.00;Não;Não;Estimativa prêmio próximo concurso (sena)R$1.000.000,00
282;2001-07-28 00:00:00;9;14;23;24;33;36;1;76;6064;958878.82;10514.03;131.27;RJ;0.00;0.00;0.00;Não;Não;Estimativa prêmio próximo concurso (sena): R$ 800 MIL.
283;2001-08-01 00:00:00;25;28;34;42;48;54;1;36;2126;367173.22;8499.38;143.38;SP;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (SENA) próximo concurso: R$ 800.000,00
284;2001-08-04 00:00:00;7;8;14;30;32;36;1;75;5358;901884.48;10020.94;139.74;PR;0.00;0.00;0.00;Não;Não;Estimativa prêmio próximo concurso (sena): R$500 MIL.
285;2001-08-08 00:00:00;12;32;37;41;50;56;0;17;1173;0.00;20875.96;301.41;-;0.00;0.00;425869.64;Sim;Não;Estimativa prêmio próximo concurso (sena): R$ 1.500.000,00.
286;2001-08-11 00:00:00;29;35;37;44;47;56;0;59;3739;0.00;13743.96;216.06;-;0.00;0.00;1398941.94;Sim;Não;Estimativa prêmio (SENA)próximo concurso: R$ 2.000.000,00.
287;2001-08-15 00:00:00;3;13;25;33;47;60;1;110;5633;1931474.80;4034.34;78.49;TO;0.00;0.00;0.00;Não;Não;Estimativa prêmio próximo concurso (sena): R$ 1 MILHÃO.
288;2001-08-18 00:00:00;6;9;11;17;18;50;0;82;4763;0.00;8749.64;150.07;-;0.00;0.00;860964.72;Sim;Não;Estimativa de prêmio para o próximo concurso: (sena) R$1.500.000,00
289;2001-08-22 00:00:00;6;7;20;25;30;36;0;29;2197;0.00;13819.12;181.72;-;0.00;0.00;1341870.11;Sim;Não;Estimativa prêmio (sena) próximo concurso: R$10 MILHÕES.
290;2001-08-25 00:00:00;7;25;26;30;40;57;0;56;4869;0.00;20662.23;236.75;-;0.00;0.00;10159688.47;Sim;Não;Estimativa prêmio(sena) próximo concurso: R$11.000.000,00
291;2001-08-29 00:00:00;5;16;17;18;22;41;0;71;4870;0.00;11244.78;163.32;-;0.00;0.00;11117743.68;Sim;Não;Estimativa prêmio próximo concurso (sena): R$ 13 MILHÕES.
292;2001-09-01 00:00:00;13;23;24;34;45;53;0;116;8670;0.00;11313.30;150.80;-;0.00;0.00;12692554.40;Sim;Não;Estimativa premio (SENA)próximo concurso: R$ 14.000.000,00.
293;2001-09-05 00:00:00;5;6;7;12;28;35;0;167;10185;0.00;5817.88;95.03;-;0.00;0.00;13858457.03;Sim;Não;Estimativa prêmio próximo concurso: (SENA) R$16 MILHÕES.
294;2001-09-08 00:00:00;22;25;28;41;45;57;2;130;7434;7696680.33;9839.13;171.41;PR::SP;0.00;0.00;0.00;Não;Não;Estimativa prêmio próximo concurso: (SENA) R$600 MIL.
295;2001-09-12 00:00:00;7;12;24;31;44;50;0;36;2055;0.00;10242.27;178.75;-;0.00;0.00;442466.08;Sim;Não;Estimativa prêmio (SENA) próximo concurso: R$1.500.000,00.
296;2001-09-15 00:00:00;3;20;42;46;51;52;0;29;2348;0.00;26582.95;327.09;-;0.00;0.00;1367552.68;Sim;Não;Estimativa prêmio (SENA) próximo concurso: R$2 MILHÕES.
297;2001-09-19 00:00:00;1;20;28;33;36;41;0;25;1920;0.00;19353.56;251.05;-;0.00;0.00;1948159.43;Sim;Não;ESTIMATIVA PRÊMIO (SENA) PRÓXIMO CONCURSO: R$3.000.000,00.
298;2001-09-22 00:00:00;5;22;23;24;34;60;1;50;4372;2994572.21;17440.22;198.71;PR;0.00;0.00;0.00;Não;Não;Estimativa de prêmio (sena) próximo concurso: R$500.000,00.
299;2001-09-26 00:00:00;2;5;7;33;49;53;0;33;2049;0.00;10538.82;169.09;-;0.00;0.00;417337.23;Sim;Não;Estimativa prêmio (SENA) próximo concurso: R$8 MILHÕES.
